ni.var.io://localhost/Variable1,Write to HW,Double,tag0
ni.var.io://localhost/Variable2,Write to HW,Double,tag1
ni.var.io://localhost/Variable3,Write to HW,Double,tag2
ni.var.io://localhost/Variable4,Write to HW,Double,tag3
ni.var.io://localhost/Variable5,Write to HW,Double,tag4
ni.var.io://localhost/Variable6,Write to HW,Double,tag5
ni.var.io://localhost/Variable7,Write to HW,Double,tag6
ni.var.io://localhost/Variable8,Write to HW,Double,tag7
ni.var.io://localhost/Variable9,Write to HW,Double,tag8
ni.var.io://localhost/Variable10,Write to HW,Double,tag9
ni.var.io://localhost/Variable11,Write to HW,Double,tag10
ni.var.io://localhost/Variable12,Write to HW,Double,tag11
ni.var.io://localhost/Variable13,Write to HW,Double,tag12
ni.var.io://localhost/Variable14,Write to HW,Double,tag13
ni.var.io://localhost/Variable15,Write to HW,Double,tag14
ni.var.io://localhost/Variable16,Write to HW,Double,tag15
ni.var.io://localhost/Variable17,Write to HW,Double,tag16
ni.var.io://localhost/Variable18,Write to HW,Double,tag17
ni.var.io://localhost/Variable19,Write to HW,Double,tag18
ni.var.io://localhost/Variable20,Write to HW,Double,tag19
ni.var.io://localhost/Variable21,Write to HW,Double,tag20
ni.var.io://localhost/Variable22,Write to HW,Double,tag21
ni.var.io://localhost/Variable23,Write to HW,Double,tag22
ni.var.io://localhost/Variable24,Write to HW,Double,tag23
ni.var.io://localhost/Variable25,Write to HW,Double,tag24
ni.var.io://localhost/Variable26,Write to HW,Double,tag25
ni.var.io://localhost/Variable27,Write to HW,Double,tag26
ni.var.io://localhost/Variable28,Write to HW,Double,tag27
ni.var.io://localhost/Variable29,Write to HW,Double,tag28
ni.var.io://localhost/Variable30,Write to HW,Double,tag29
ni.var.io://localhost/Variable31,Write to HW,Double,tag30
ni.var.io://localhost/Variable32,Write to HW,Double,tag31
ni.var.io://localhost/Variable33,Write to HW,Double,tag32
ni.var.io://localhost/Variable34,Write to HW,Double,tag33
ni.var.io://localhost/Variable35,Write to HW,Double,tag34
ni.var.io://localhost/Variable36,Write to HW,Double,tag35
ni.var.io://localhost/Variable37,Write to HW,Double,tag36
ni.var.io://localhost/Variable38,Write to HW,Double,tag37
ni.var.io://localhost/Variable39,Write to HW,Double,tag38
ni.var.io://localhost/Variable40,Write to HW,Double,tag39
ni.var.io://localhost/Variable41,Write to HW,Double,tag40
ni.var.io://localhost/Variable42,Write to HW,Double,tag41
ni.var.io://localhost/Variable43,Write to HW,Double,tag42
ni.var.io://localhost/Variable44,Write to HW,Double,tag43
