ni.var.psp://localhost/Variable Library/Variable1,Write to HW,Double,tag0
ni.var.psp://localhost/Variable Library/Variable2,Write to HW,Double,tag1
ni.var.psp://localhost/Variable Library/Variable3,Write to HW,Double,tag2
ni.var.psp://localhost/Variable Library/Variable4,Write to HW,Double,tag3
ni.var.psp://localhost/Variable Library/Variable5,Write to HW,Double,tag4
ni.var.psp://localhost/Variable Library/Variable6,Write to HW,Double,tag5
ni.var.psp://localhost/Variable Library/Variable7,Write to HW,Double,tag6
ni.var.psp://localhost/Variable Library/Variable8,Write to HW,Double,tag7
ni.var.psp://localhost/Variable Library/Variable9,Write to HW,Double,tag8
ni.var.psp://localhost/Variable Library/Variable10,Write to HW,Double,tag9
ni.var.psp://localhost/Variable Library/Variable11,Write to HW,Double,tag10
ni.var.psp://localhost/Variable Library/Variable12,Write to HW,Double,tag11
ni.var.psp://localhost/Variable Library/Variable13,Write to HW,Double,tag12
ni.var.psp://localhost/Variable Library/Variable14,Write to HW,Double,tag13
ni.var.psp://localhost/Variable Library/Variable15,Write to HW,Double,tag14
ni.var.psp://localhost/Variable Library/Variable16,Write to HW,Double,tag15
ni.var.psp://localhost/Variable Library/Variable17,Write to HW,Double,tag16
ni.var.psp://localhost/Variable Library/Variable18,Write to HW,Double,tag17
ni.var.psp://localhost/Variable Library/Variable19,Write to HW,Double,tag18
ni.var.psp://localhost/Variable Library/Variable20,Write to HW,Double,tag19
ni.var.psp://localhost/Variable Library/Variable21,Write to HW,Double,tag20
ni.var.psp://localhost/Variable Library/Variable22,Write to HW,Double,tag21
ni.var.psp://localhost/Variable Library/Variable23,Write to HW,Double,tag22
ni.var.psp://localhost/Variable Library/Variable24,Write to HW,Double,tag23
ni.var.psp://localhost/Variable Library/Variable25,Write to HW,Double,tag24
ni.var.psp://localhost/Variable Library/Variable26,Write to HW,Double,tag25
ni.var.psp://localhost/Variable Library/Variable27,Write to HW,Double,tag26
ni.var.psp://localhost/Variable Library/Variable28,Write to HW,Double,tag27
ni.var.psp://localhost/Variable Library/Variable29,Write to HW,Double,tag28
ni.var.psp://localhost/Variable Library/Variable30,Write to HW,Double,tag29
ni.var.psp://localhost/Variable Library/Variable31,Write to HW,Double,tag30
ni.var.psp://localhost/Variable Library/Variable32,Write to HW,Double,tag31
ni.var.psp://localhost/Variable Library/Variable33,Write to HW,Double,tag32
ni.var.psp://localhost/Variable Library/Variable34,Write to HW,Double,tag33
ni.var.psp://localhost/Variable Library/Variable35,Write to HW,Double,tag34
ni.var.psp://localhost/Variable Library/Variable36,Write to HW,Double,tag35
ni.var.psp://localhost/Variable Library/Variable37,Write to HW,Double,tag36
ni.var.psp://localhost/Variable Library/Variable38,Write to HW,Double,tag37
ni.var.psp://localhost/Variable Library/Variable39,Write to HW,Double,tag38
ni.var.psp://localhost/Variable Library/Variable40,Write to HW,Double,tag39
ni.var.psp://localhost/Variable Library/Variable41,Write to HW,Double,tag40
ni.var.psp://localhost/Variable Library/Variable42,Write to HW,Double,tag41
ni.var.psp://localhost/Variable Library/Variable43,Write to HW,Double,tag42
ni.var.psp://localhost/Variable Library/Variable44,Write to HW,Double,tag43
ni.var.psp://localhost/Variable Library/Variable45,Write to HW,Double,tag44
ni.var.psp://localhost/Variable Library/Variable46,Write to HW,Double,tag45
ni.var.psp://localhost/Variable Library/Variable47,Write to HW,Double,tag46
ni.var.psp://localhost/Variable Library/Variable48,Write to HW,Double,tag47
ni.var.psp://localhost/Variable Library/Variable49,Write to HW,Double,tag48
ni.var.psp://localhost/Variable Library/Variable50,Write to HW,Double,tag49
ni.var.psp://localhost/Variable Library/Variable51,Write to HW,Double,tag50
ni.var.psp://localhost/Variable Library/Variable52,Write to HW,Double,tag51
ni.var.psp://localhost/Variable Library/Variable53,Write to HW,Double,tag52
ni.var.psp://localhost/Variable Library/Variable54,Write to HW,Double,tag53
ni.var.psp://localhost/Variable Library/Variable55,Write to HW,Double,tag54
ni.var.psp://localhost/Variable Library/Variable56,Write to HW,Double,tag55
ni.var.psp://localhost/Variable Library/Variable57,Write to HW,Double,tag56
ni.var.psp://localhost/Variable Library/Variable58,Write to HW,Double,tag57
ni.var.psp://localhost/Variable Library/Variable59,Write to HW,Double,tag58
ni.var.psp://localhost/Variable Library/Variable60,Write to HW,Double,tag59
ni.var.psp://localhost/Variable Library/Variable61,Write to HW,Double,tag60
ni.var.psp://localhost/Variable Library/Variable62,Write to HW,Double,tag61
ni.var.psp://localhost/Variable Library/Variable63,Write to HW,Double,tag62
ni.var.psp://localhost/Variable Library/Variable64,Write to HW,Double,tag63
ni.var.psp://localhost/Variable Library/Variable65,Write to HW,Double,tag64
ni.var.psp://localhost/Variable Library/Variable66,Write to HW,Double,tag65
ni.var.psp://localhost/Variable Library/Variable67,Write to HW,Double,tag66
ni.var.psp://localhost/Variable Library/Variable68,Write to HW,Double,tag67
ni.var.psp://localhost/Variable Library/Variable69,Write to HW,Double,tag68
ni.var.psp://localhost/Variable Library/Variable70,Write to HW,Double,tag69
ni.var.psp://localhost/Variable Library/Variable71,Write to HW,Double,tag70
ni.var.psp://localhost/Variable Library/Variable72,Write to HW,Double,tag71
ni.var.psp://localhost/Variable Library/Variable73,Write to HW,Double,tag72
ni.var.psp://localhost/Variable Library/Variable74,Write to HW,Double,tag73
ni.var.psp://localhost/Variable Library/Variable75,Write to HW,Double,tag74
ni.var.psp://localhost/Variable Library/Variable76,Write to HW,Double,tag75
ni.var.psp://localhost/Variable Library/Variable77,Write to HW,Double,tag76
ni.var.psp://localhost/Variable Library/Variable78,Write to HW,Double,tag77
ni.var.psp://localhost/Variable Library/Variable79,Write to HW,Double,tag78
ni.var.psp://localhost/Variable Library/Variable80,Write to HW,Double,tag79
ni.var.psp://localhost/Variable Library/Variable81,Write to HW,Double,tag80
ni.var.psp://localhost/Variable Library/Variable82,Write to HW,Double,tag81
ni.var.psp://localhost/Variable Library/Variable83,Write to HW,Double,tag82
ni.var.psp://localhost/Variable Library/Variable84,Write to HW,Double,tag83
ni.var.psp://localhost/Variable Library/Variable85,Write to HW,Double,tag84
ni.var.psp://localhost/Variable Library/Variable86,Write to HW,Double,tag85
ni.var.psp://localhost/Variable Library/Variable87,Write to HW,Double,tag86
ni.var.psp://localhost/Variable Library/Variable88,Write to HW,Double,tag87
ni.var.psp://localhost/Variable Library/Variable89,Write to HW,Double,tag88
ni.var.psp://localhost/Variable Library/Variable90,Write to HW,Double,tag89
ni.var.psp://localhost/Variable Library/Variable91,Write to HW,Double,tag90
ni.var.psp://localhost/Variable Library/Variable92,Write to HW,Double,tag91
ni.var.psp://localhost/Variable Library/Variable93,Write to HW,Double,tag92
ni.var.psp://localhost/Variable Library/Variable94,Write to HW,Double,tag93
ni.var.psp://localhost/Variable Library/Variable95,Write to HW,Double,tag94
ni.var.psp://localhost/Variable Library/Variable96,Write to HW,Double,tag95
ni.var.psp://localhost/Variable Library/Variable97,Write to HW,Double,tag96
ni.var.psp://localhost/Variable Library/Variable98,Write to HW,Double,tag97
ni.var.psp://localhost/Variable Library/Variable99,Write to HW,Double,tag98
ni.var.psp://localhost/Variable Library/Variable100,Write to HW,Double,tag99
