ni.var.io://localhost/Variable1,Read from HW,Double,tag0
ni.var.io://localhost/Variable2,Read from HW,Double,tag1
ni.var.io://localhost/Variable3,Read from HW,Double,tag2
ni.var.io://localhost/Variable4,Read from HW,Double,tag3
ni.var.io://localhost/Variable5,Read from HW,Double,tag4
ni.var.io://localhost/Variable6,Read from HW,Double,tag5
ni.var.io://localhost/Variable7,Read from HW,Double,tag6
ni.var.io://localhost/Variable8,Read from HW,Double,tag7
ni.var.io://localhost/Variable9,Read from HW,Double,tag8
ni.var.io://localhost/Variable10,Read from HW,Double,tag9
ni.var.io://localhost/Variable11,Read from HW,Double,tag10
ni.var.io://localhost/Variable12,Read from HW,Double,tag11
ni.var.io://localhost/Variable13,Read from HW,Double,tag12
ni.var.io://localhost/Variable14,Read from HW,Double,tag13
ni.var.io://localhost/Variable15,Read from HW,Double,tag14
ni.var.io://localhost/Variable16,Read from HW,Double,tag15
ni.var.io://localhost/Variable17,Read from HW,Double,tag16
ni.var.io://localhost/Variable18,Read from HW,Double,tag17
ni.var.io://localhost/Variable19,Read from HW,Double,tag18
ni.var.io://localhost/Variable20,Read from HW,Double,tag19
ni.var.io://localhost/Variable21,Read from HW,Double,tag20
ni.var.io://localhost/Variable22,Read from HW,Double,tag21
ni.var.io://localhost/Variable23,Read from HW,Double,tag22
ni.var.io://localhost/Variable24,Read from HW,Double,tag23
ni.var.io://localhost/Variable25,Read from HW,Double,tag24
ni.var.io://localhost/Variable26,Read from HW,Double,tag25
ni.var.io://localhost/Variable27,Read from HW,Double,tag26
ni.var.io://localhost/Variable28,Read from HW,Double,tag27
ni.var.io://localhost/Variable29,Read from HW,Double,tag28
ni.var.io://localhost/Variable30,Read from HW,Double,tag29
ni.var.io://localhost/Variable31,Read from HW,Double,tag30
ni.var.io://localhost/Variable32,Read from HW,Double,tag31
ni.var.io://localhost/Variable33,Read from HW,Double,tag32
ni.var.io://localhost/Variable34,Read from HW,Double,tag33
ni.var.io://localhost/Variable35,Read from HW,Double,tag34
ni.var.io://localhost/Variable36,Read from HW,Double,tag35
ni.var.io://localhost/Variable37,Read from HW,Double,tag36
ni.var.io://localhost/Variable38,Read from HW,Double,tag37
ni.var.io://localhost/Variable39,Read from HW,Double,tag38
ni.var.io://localhost/Variable40,Read from HW,Double,tag39
ni.var.io://localhost/Variable41,Read from HW,Double,tag40
ni.var.io://localhost/Variable42,Read from HW,Double,tag41
ni.var.io://localhost/Variable43,Read from HW,Double,tag42
ni.var.io://localhost/Variable44,Read from HW,Double,tag43
ni.var.io://localhost/Variable45,Read from HW,Double,tag44
ni.var.io://localhost/Variable46,Read from HW,Double,tag45
ni.var.io://localhost/Variable47,Read from HW,Double,tag46
ni.var.io://localhost/Variable48,Read from HW,Double,tag47
ni.var.io://localhost/Variable49,Read from HW,Double,tag48
ni.var.io://localhost/Variable50,Read from HW,Double,tag49
ni.var.io://localhost/Variable51,Read from HW,Double,tag50
ni.var.io://localhost/Variable52,Read from HW,Double,tag51
ni.var.io://localhost/Variable53,Read from HW,Double,tag52
ni.var.io://localhost/Variable54,Read from HW,Double,tag53
ni.var.io://localhost/Variable55,Read from HW,Double,tag54
ni.var.io://localhost/Variable56,Read from HW,Double,tag55
ni.var.io://localhost/Variable57,Read from HW,Double,tag56
ni.var.io://localhost/Variable58,Read from HW,Double,tag57
ni.var.io://localhost/Variable59,Read from HW,Double,tag58
ni.var.io://localhost/Variable60,Read from HW,Double,tag59
ni.var.io://localhost/Variable61,Read from HW,Double,tag60
